ID,Categoria,Produto,Preco,Custo,Marca,Data,Estoque,Status,Pagamento_Comum,Avaliacao,Qtd_Comprada
4359,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-06-07,12,Esgotado,Cartão de Crédito,4.5,2
4360,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-05-20,33,Em Trânsito,Boleto,4.5,2
4361,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-06-05,84,Em Trânsito,Transferência Bancária,4.6,2
4362,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-01-09,75,Em Trânsito,Transferência Bancária,3.8,1
4363,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-01-08,29,Esgotado,Cartão de Crédito,4.9,1
4364,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-11-25,81,Em Trânsito,Transferência Bancária,3.2,1
4365,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-07-14,48,Em Trânsito,Transferência Bancária,3.9,1
4366,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-05-24,67,Esgotado,Transferência Bancária,4.4,2
4367,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-12-04,46,Esgotado,Boleto,4.0,2
4368,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-02-02,64,Disponível,Pix,3.7,1
4369,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-07-08,74,Em Trânsito,Cartão de Crédito,4.9,2
4370,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-12-27,79,Disponível,Pix,4.1,1
4371,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-02-28,69,Em Trânsito,Pix,4.4,1
4372,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-07-08,99,Em Trânsito,Boleto,4.1,1
4373,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-01-22,88,Em Trânsito,Transferência Bancária,4.4,1
4374,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-11-04,9,Disponível,Pix,4.4,1
4375,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-10-16,70,Esgotado,Transferência Bancária,4.7,1
4376,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-04-19,15,Esgotado,Transferência Bancária,4.5,2
4377,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2024-04-25,44,Esgotado,Cartão de Crédito,3.7,1
4378,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-09-25,72,Disponível,Cartão de Crédito,4.5,2
4379,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-12-19,10,Esgotado,Cartão de Crédito,3.9,1
4380,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-03-05,24,Disponível,Transferência Bancária,3.5,1
4381,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-06-16,60,Em Trânsito,Cartão de Crédito,4.2,1
4382,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-09-23,88,Em Trânsito,Boleto,3.1,1
4383,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-04-29,70,Disponível,Boleto,3.5,1
4384,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2025-03-23,100,Esgotado,Transferência Bancária,4.2,2
4385,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-08-20,39,Em Trânsito,Boleto,5.0,2
4386,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-04-10,57,Em Trânsito,Pix,3.6,1
4387,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-08-18,20,Em Trânsito,Pix,4.1,1
4388,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-07-08,90,Disponível,Transferência Bancária,4.2,1
4389,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-07-18,73,Esgotado,Pix,3.1,1
4390,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-05-07,94,Esgotado,Pix,3.1,1
4391,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-07-28,95,Disponível,Transferência Bancária,4.3,1
4392,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-05-09,81,Disponível,Transferência Bancária,3.8,1
4393,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-04-18,21,Esgotado,Boleto,3.9,1
4394,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-04-14,47,Esgotado,Boleto,3.3,1
4395,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-07-10,14,Em Trânsito,Pix,4.5,1
4396,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-09-16,15,Esgotado,Transferência Bancária,3.7,1
4397,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-08-28,4,Disponível,Pix,4.7,1
4398,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-08-22,91,Esgotado,Pix,4.8,1
4399,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-10-04,35,Disponível,Pix,4.5,1
4400,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-04-16,90,Em Trânsito,Transferência Bancária,3.2,1
4401,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-12-22,77,Esgotado,Transferência Bancária,4.7,1
4402,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-11-06,26,Esgotado,Transferência Bancária,3.7,1
4403,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-04-26,7,Em Trânsito,Boleto,4.3,1
4404,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-09-28,91,Disponível,Pix,3.2,1
4405,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-04-05,80,Disponível,Transferência Bancária,3.8,1
4406,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-08-23,34,Disponível,Transferência Bancária,3.6,1
4407,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-11-30,60,Em Trânsito,Cartão de Crédito,4.2,2
4408,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-01-14,21,Disponível,Transferência Bancária,3.7,1
4409,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-01-20,39,Em Trânsito,Transferência Bancária,4.5,1
4410,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-12-15,37,Esgotado,Transferência Bancária,3.1,2
4411,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2024-02-27,91,Disponível,Cartão de Crédito,3.9,1
4412,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-09-14,52,Esgotado,Boleto,4.1,1
4413,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2025-11-26,34,Disponível,Cartão de Crédito,4.9,1
4414,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-04-25,87,Disponível,Boleto,4.6,1
4415,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-03-18,89,Em Trânsito,Pix,4.1,1
4416,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-11-04,10,Em Trânsito,Transferência Bancária,4.0,1
4417,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-06-18,71,Em Trânsito,Cartão de Crédito,4.8,1
4418,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-01-12,28,Disponível,Pix,3.4,1
4419,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-11-10,15,Esgotado,Pix,4.0,1
4420,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-09-15,43,Esgotado,Boleto,4.9,2
4421,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-07-07,33,Esgotado,Cartão de Crédito,4.2,1
4422,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-09-25,56,Em Trânsito,Cartão de Crédito,3.8,1
4423,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-11-27,96,Esgotado,Cartão de Crédito,3.8,1
4424,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-06-03,6,Em Trânsito,Cartão de Crédito,3.3,2
4425,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-08-18,25,Em Trânsito,Cartão de Crédito,3.6,1
4426,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-07-02,56,Esgotado,Pix,3.7,2
4427,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-03-30,29,Em Trânsito,Boleto,4.9,1
4428,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-01-28,91,Disponível,Transferência Bancária,4.7,1
4429,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-01-05,37,Em Trânsito,Pix,4.8,1
4430,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-11-07,19,Disponível,Cartão de Crédito,3.8,1
4431,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-10-12,51,Disponível,Transferência Bancária,3.1,1
4432,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-12-10,8,Em Trânsito,Boleto,3.2,1
4433,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-02-03,92,Esgotado,Boleto,3.7,1
4434,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-03-31,65,Disponível,Pix,4.7,1
4435,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-10-07,96,Esgotado,Cartão de Crédito,4.7,1
4436,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-01-24,92,Disponível,Boleto,4.0,2
4437,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-08-04,27,Em Trânsito,Cartão de Crédito,3.1,1
4438,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-08-27,39,Disponível,Transferência Bancária,3.0,1
4439,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-07-26,45,Esgotado,Boleto,4.1,1
4440,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-07-27,33,Disponível,Cartão de Crédito,3.8,1
4441,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-01-16,68,Em Trânsito,Cartão de Crédito,4.7,2
4442,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-11-14,9,Esgotado,Pix,3.0,2
4443,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-01-26,5,Disponível,Transferência Bancária,3.3,1
4444,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-04-28,41,Disponível,Cartão de Crédito,4.3,1
4445,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-05-21,52,Esgotado,Cartão de Crédito,5.0,1
4446,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-11-17,33,Em Trânsito,Transferência Bancária,3.2,1
4447,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-09-30,5,Em Trânsito,Transferência Bancária,4.2,2
4448,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-04-06,48,Disponível,Transferência Bancária,4.2,1
4449,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2025-04-13,42,Disponível,Cartão de Crédito,4.2,2
4450,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-11-12,87,Em Trânsito,Pix,3.7,2
4451,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-11-20,48,Disponível,Boleto,5.0,1
4452,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-03-31,25,Em Trânsito,Transferência Bancária,3.1,1
4453,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-11-05,99,Esgotado,Pix,3.1,2
4454,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-04-14,47,Disponível,Pix,3.4,1
4455,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-12-14,96,Em Trânsito,Transferência Bancária,4.2,1
4456,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-11-27,10,Em Trânsito,Transferência Bancária,3.4,1
4457,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-11-15,15,Esgotado,Transferência Bancária,4.0,1
4458,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-03-15,79,Em Trânsito,Pix,4.7,1
4459,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-08-13,93,Em Trânsito,Boleto,3.3,1
4460,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-04-23,84,Em Trânsito,Boleto,3.4,2
4461,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-11-27,15,Em Trânsito,Transferência Bancária,3.2,1
4462,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-05-13,81,Disponível,Pix,3.8,1
4463,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-08-02,51,Esgotado,Cartão de Crédito,5.0,2
4464,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-11-19,21,Esgotado,Transferência Bancária,4.2,2
4465,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2025-11-13,51,Disponível,Pix,5.0,1
4466,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-05-18,53,Disponível,Cartão de Crédito,4.6,2
4467,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-06-30,92,Em Trânsito,Cartão de Crédito,5.0,1
4468,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-08-31,54,Disponível,Pix,4.7,1
4469,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-08-13,13,Em Trânsito,Pix,4.5,1
4470,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-08-28,98,Em Trânsito,Boleto,4.6,1
4471,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-05-02,37,Esgotado,Boleto,3.2,1
4472,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-08-26,90,Em Trânsito,Boleto,3.7,1
4473,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-01-07,95,Em Trânsito,Pix,3.6,2
4474,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-06-16,54,Disponível,Transferência Bancária,4.8,2
4475,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-01-15,37,Em Trânsito,Transferência Bancária,4.4,1
4476,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-07-11,50,Disponível,Pix,4.4,1
4477,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-03-29,5,Em Trânsito,Transferência Bancária,3.7,1
4478,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-06-18,60,Em Trânsito,Cartão de Crédito,4.1,2
4479,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-03-03,26,Em Trânsito,Pix,4.3,1
4480,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-10-20,11,Disponível,Transferência Bancária,4.2,1
4481,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-11-08,25,Esgotado,Pix,4.0,1
4482,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-09-06,28,Em Trânsito,Transferência Bancária,4.1,1
4483,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-12-14,25,Em Trânsito,Transferência Bancária,4.9,1
4484,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-04-23,10,Em Trânsito,Transferência Bancária,4.4,1
4485,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-11-06,24,Esgotado,Pix,4.4,1
4486,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-07-17,53,Esgotado,Cartão de Crédito,3.1,2
4487,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-08-14,41,Esgotado,Cartão de Crédito,4.3,1
4488,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-11-22,77,Em Trânsito,Pix,3.6,2
4489,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-11-15,54,Em Trânsito,Pix,3.5,1
4490,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2024-07-17,68,Disponível,Boleto,4.4,2
4491,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-05-25,17,Esgotado,Boleto,3.6,1
4492,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-01-24,78,Disponível,Boleto,4.3,2
4493,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-01-05,60,Em Trânsito,Boleto,4.6,1
4494,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-08-10,85,Em Trânsito,Transferência Bancária,4.5,1
4495,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-04-04,32,Em Trânsito,Pix,4.7,1
4496,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-12-18,85,Disponível,Transferência Bancária,4.2,1
4497,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-10-05,43,Em Trânsito,Pix,3.5,2
4498,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-01-16,13,Disponível,Pix,4.4,1
4499,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-10-23,47,Disponível,Transferência Bancária,4.4,2
4500,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-04-06,66,Em Trânsito,Transferência Bancária,4.2,1
4501,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-07-20,41,Disponível,Transferência Bancária,3.1,1
4502,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-10-22,17,Em Trânsito,Boleto,4.0,2
4503,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-02-09,62,Esgotado,Pix,4.1,2
4504,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-03-22,28,Em Trânsito,Pix,4.5,2
4505,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2024-03-03,19,Disponível,Boleto,3.4,1
4506,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-05-22,3,Em Trânsito,Pix,4.0,1
4507,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-10-18,15,Esgotado,Boleto,3.8,1
4508,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2025-04-24,37,Em Trânsito,Pix,3.5,1
4509,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-02-04,50,Esgotado,Transferência Bancária,5.0,2
4510,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-07-30,32,Esgotado,Cartão de Crédito,4.2,2
4511,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-05-10,56,Em Trânsito,Transferência Bancária,3.8,1
4512,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-06-24,97,Esgotado,Transferência Bancária,3.6,1
4513,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-12-18,97,Disponível,Pix,3.9,2
4514,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-07-22,67,Esgotado,Cartão de Crédito,4.8,1
4515,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-07-29,99,Disponível,Pix,3.8,1
4516,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-11-07,2,Disponível,Pix,3.0,1
4517,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-02-13,40,Esgotado,Boleto,4.0,2
4518,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-05-30,78,Disponível,Boleto,4.2,1
4519,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-01-06,1,Disponível,Boleto,3.6,2
4520,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-04-14,10,Esgotado,Boleto,4.7,1
4521,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-03-18,95,Disponível,Transferência Bancária,4.6,1
4522,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-08-06,32,Em Trânsito,Boleto,4.4,1
4523,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-11-03,79,Em Trânsito,Cartão de Crédito,4.8,1
4524,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-12-25,70,Em Trânsito,Pix,4.5,1
4525,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-04-25,62,Esgotado,Boleto,3.8,1
4526,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-10-10,4,Em Trânsito,Cartão de Crédito,3.7,1
4527,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-10-02,38,Esgotado,Cartão de Crédito,4.9,1
4528,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-10-08,13,Disponível,Pix,4.9,1
4529,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-02-11,30,Em Trânsito,Pix,4.6,1
4530,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-07-31,89,Disponível,Boleto,4.7,1
4531,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-04-17,79,Disponível,Cartão de Crédito,3.6,1
4532,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-08-13,7,Disponível,Transferência Bancária,3.3,1
4533,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-06-02,45,Em Trânsito,Transferência Bancária,4.0,1
4534,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-04-01,35,Disponível,Cartão de Crédito,3.6,2
4535,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-08-20,54,Esgotado,Boleto,3.8,1
4536,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-05-27,42,Em Trânsito,Cartão de Crédito,4.1,2
4537,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-10-21,68,Esgotado,Transferência Bancária,3.5,1
4538,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-09-15,75,Disponível,Transferência Bancária,4.4,2
4539,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-02-06,89,Disponível,Cartão de Crédito,3.9,1
4540,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-03-24,25,Disponível,Boleto,4.1,1
4541,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-02-04,59,Disponível,Transferência Bancária,3.2,1
4542,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-03-11,81,Esgotado,Cartão de Crédito,4.0,2
4543,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-10-28,40,Esgotado,Pix,4.3,2
4544,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-08-20,97,Esgotado,Cartão de Crédito,4.6,1
4545,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-02-19,85,Disponível,Transferência Bancária,3.1,2
4546,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-12-20,69,Em Trânsito,Boleto,4.1,1
4547,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-02-08,37,Esgotado,Transferência Bancária,3.7,1
4548,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-06-22,48,Disponível,Pix,3.8,1
4549,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-10-06,34,Em Trânsito,Cartão de Crédito,3.7,1
4550,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-12-01,93,Disponível,Cartão de Crédito,3.9,1
4551,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-10-30,5,Em Trânsito,Cartão de Crédito,3.4,1
4552,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-01-15,33,Em Trânsito,Pix,3.4,1
4553,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-08-21,54,Disponível,Transferência Bancária,3.3,1
4554,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-08-13,2,Em Trânsito,Transferência Bancária,4.6,2
4555,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-11-06,67,Disponível,Boleto,3.7,2
4556,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-09-24,74,Esgotado,Cartão de Crédito,4.1,1
4557,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-06-28,28,Esgotado,Transferência Bancária,3.7,1
4558,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-02-23,68,Esgotado,Pix,4.4,1
4559,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-05-19,39,Em Trânsito,Transferência Bancária,4.9,2
4560,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-12-03,27,Disponível,Boleto,4.8,1
4561,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-11-19,33,Esgotado,Transferência Bancária,4.2,1
4562,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-03-11,66,Em Trânsito,Boleto,3.3,1
4563,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-08-10,94,Em Trânsito,Transferência Bancária,3.5,1
4564,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-07-26,18,Em Trânsito,Transferência Bancária,3.4,1
4565,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2024-03-21,32,Em Trânsito,Boleto,4.3,1
4566,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-12-13,57,Em Trânsito,Boleto,4.5,2
4567,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-10-15,76,Disponível,Boleto,4.3,1
4568,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-12-17,7,Disponível,Boleto,3.9,1
4569,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-07-27,73,Esgotado,Boleto,3.7,1
4570,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-06-28,91,Disponível,Cartão de Crédito,3.4,1
4571,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-11-11,98,Esgotado,Transferência Bancária,4.9,1
4572,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-10-16,40,Esgotado,Transferência Bancária,4.2,2
4573,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-07-10,18,Em Trânsito,Transferência Bancária,3.7,2
4574,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-03-03,60,Em Trânsito,Boleto,4.1,1
4575,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-09-25,53,Esgotado,Cartão de Crédito,3.6,1
